description,code,style,topic,keywords
"создай программу которая выводит на экран введенное число с плавающей точкой в научном формате (scientific)","#include <iostream>\n#include <iomanip>\nusing namespace std;\n\nint main() {\n double num;\n cout << \"Введите число: \";\n cin >> num;\n cout << \"Научный формат: \" << scientific << num << endl;\n return 0;\n}","using_namespace_std","basic_io","cin,cout,double,iomanip,scientific,endl"
"создай программу которая выводит на экран введенное число с плавающей точкой в научном формате (scientific) без using namespace std","#include <iostream>\n#include <iomanip>\n\nint main() {\n double num;\n std::cout << \"Введите число: \";\n std::cin >> num;\n std::cout << \"Научный формат: \" << std::scientific << num << std::endl;\n return 0;\n}","explicit_std","basic_io","std::cin,std::cout,double,std::iomanip,std::scientific,std::endl"
#
"реализуй программу которая выводит только заглавные буквы из введенной строки","#include <iostream>\n#include <string>\n#include <cctype>\nusing namespace std;\n\nint main() {\n string text;\n cout << \"Введите строку: \";\n getline(cin, text);\n for(char c : text) if(isupper(c)) cout << c;\n cout << endl;\n return 0;\n}","using_namespace_std","basic_io","cin,cout,string,getline,cctype,isupper,range_for,endl"
"реализуй программу которая выводит только заглавные буквы из введенной строки без using namespace std","#include <iostream>\n#include <string>\n#include <cctype>\n\nint main() {\n std::string text;\n std::cout << \"Введите строку: \";\n std::getline(std::cin, text);\n for(char c : text) if(std::isupper(c)) std::cout << c;\n std::cout << std::endl;\n return 0;\n}","explicit_std","basic_io","std::cin,std::cout,std::string,std::getline,cctype,std::isupper,range_for,std::endl"
#
"напиши программу которая выводит следующее и предыдущее целое число для введенного числа","#include <iostream>\nusing namespace std;\n\nint main() {\n int num;\n cout << \"Введите целое число: \";\n cin >> num;\n cout << \"Следующее число: \" << num + 1 << endl;\n cout << \"Предыдущее число: \" << num - 1 << endl;\n return 0;\n}","using_namespace_std","basic_io","cin,cout,int,endl,addition,subtraction"
"напиши программу которая выводит следующее и предыдущее целое число для введенного числа без using namespace std","#include <iostream>\n\nint main() {\n int num;\n std::cout << \"Введите целое число: \";\n std::cin >> num;\n std::cout << \"Следующее число: \" << num + 1 << std::endl;\n std::cout << \"Предыдущее число: \" << num - 1 << std::endl;\n return 0;\n}","explicit_std","basic_io","std::cin,std::cout,int,std::endl,addition,subtraction"
#
"напиши программу которая выводит гистограмму (строку из звездочек) длиной, равной введенному числу","#include <iostream>\nusing namespace std;\n\nint main() {\n int length;\n cout << \"Введите длину гистограммы (1-50): \";\n cin >> length;\n if(length > 0 && length <= 50) {\n cout << string(length, '*') << endl;\n }\n return 0;\n}","using_namespace_std","basic_io","cin,cout,int,string_constructor,conditional"
"напиши программу которая выводит гистограмму (строку из звездочек) длиной, равной введенному числу без using namespace std","#include <iostream>\n\nint main() {\n int length;\n std::cout << \"Введите длину гистограммы (1-50): \";\n std::cin >> length;\n if(length > 0 && length <= 50) {\n std::cout << std::string(length, '*') << std::endl;\n }\n return 0;\n}","explicit_std","basic_io","std::cin,std::cout,int,string_constructor,conditional"
#
"напиши программу которая выводит введенное число с выравниванием по правому краю в поле шириной 20 символов","#include <iostream>\n#include <iomanip>\nusing namespace std;\n\nint main() {\n double num;\n cout << \"Введите число: \";\n cin >> num;\n cout << \"Выравнивание справа: |\" << setw(20) << num << \"|\" << endl;\n return 0;\n}","using_namespace_std","basic_io","cin,cout,double,iomanip,setw,endl,formatting"
"напиши программу которая выводит введенное число с выравниванием по правому краю в поле шириной 20 символов без using namespace std","#include <iostream>\n#include <iomanip>\n\nint main() {\n double num;\n std::cout << \"Введите число: \";\n std::cin >> num;\n std::cout << \"Выравнивание справа: |\" << std::setw(20) << num << \"|\" << std::endl;\n return 0;\n}","explicit_std","basic_io","std::cin,std::cout,double,std::iomanip,std::setw,std::endl,formatting"
